"time" "cases" "deaths" "hospitalized" "icu" "recovered"
2020-02-29 0 0   
2020-03-01 0 0   
2020-03-02 0 0   
2020-03-03 0 0   
2020-03-04 0 0   
2020-03-05 0 0   
2020-03-06 0 0   
2020-03-07 0 0   
2020-03-08 0 0   
2020-03-09 0 0   
2020-03-10 0 0   
2020-03-11 0 0   
2020-03-12 0 0   
2020-03-13 1 0   
2020-03-14 1 0   
2020-03-15 1 0   
2020-03-16 1 0   
2020-03-17 2 0   
2020-03-18 3 0   
2020-03-19 10 0   
2020-03-20 11 0   
2020-03-21 11 0   
2020-03-22 12 0   
2020-03-23 12 0   
2020-03-24 12 0   
2020-03-25 12 0   
2020-03-26 12 0   
2020-03-27 12 0   
2020-03-28 12 0   
2020-03-29 13 0   
2020-03-30 14 0   
2020-03-31 15 0   
2020-04-01 16 0   
2020-04-02 16 0   
2020-04-03 16 0   
2020-04-04 16 0   
2020-04-05 16 0   
2020-04-06 17 1   
2020-04-07 20 1 0 1 
2020-04-08 22 1 0 1 
2020-04-09 24 1 0 1 
2020-04-10 24 1 0 1 
2020-04-11 25 2 0 1 
2020-04-12 26 2 1 1 
2020-04-13 26 2 1 0 
2020-04-14 26 2 1 0 
2020-04-15 26 2 0 0 
2020-04-16 26 2 0 0 
2020-04-17 26 2 0 0 
2020-04-18 26 2 0 0 
2020-04-19 26 2 0 0 
2020-04-20 27 2 0 0 
2020-04-21 27 2 0 0 
2020-04-22 28 3 0 0 
2020-04-23 29 3 0 0 
2020-04-24 29 3 0 0 
2020-04-25 29 3 0 1 
2020-04-26 32 3 0 0 
2020-04-27 33 3 0 0 
2020-04-28 33 3 0 0 
2020-04-29 34 3 0 0 
2020-04-30 36 3 0 0 
2020-05-01 36 3 0 0 
2020-05-02 37 4 0 1 
2020-05-03 37 4 0 2 
2020-05-04 38 4 0 2 
2020-05-05 38 4 0 2 
2020-05-06 40 4 0 2 
2020-05-07 40 4 0 2 
2020-05-08 44 4 0 2 
2020-05-09 45 4 0 2 
2020-05-10 45 4 1 3 
2020-05-11 45 4 2 2 
2020-05-12 45 4 2 1 
2020-05-13 45 4 4 1 
2020-05-14 45 4 2 1 
