"time" "cases" "deaths" "hospitalized" "icu" "recovered"
2020-02-29 0 0   
2020-03-01 0 0   
2020-03-02 0 0   
2020-03-03 0 0   
2020-03-04 0 0   
2020-03-05 0 0   
2020-03-06 0 0   
2020-03-07 0 0   
2020-03-08 0 0   
2020-03-09 0 0   
2020-03-10 0 0   
2020-03-11 0 0   
2020-03-12 0 0   
2020-03-13 0 0   
2020-03-14 0 0   
2020-03-15 0 0   
2020-03-16 0 0   
2020-03-17 0 0   
2020-03-18 0 0   
2020-03-19 0 0   
2020-03-20 0 0   
2020-03-21 0 0   
2020-03-22 1 0   
2020-03-23 1 0   
2020-03-24 1 0   
2020-03-25 1 0   
2020-03-26 1 0   
2020-03-27 2 0   
2020-03-28 2 0   
2020-03-29 2 0   
2020-03-30 2 0   
2020-03-31 2 0   
2020-04-01 2 0   
2020-04-02 2 0   
2020-04-03 2 0   
2020-04-04 2 0   
2020-04-05 2 0   
2020-04-06 2 0   
2020-04-07 2 0 0 0 
2020-04-08 3 0 0 0 
2020-04-09 4 1 0 0 
2020-04-10 4 1 0 0 
2020-04-11 4 1 0 0 
2020-04-12 4 1 0 0 
2020-04-13 4 1 1 0 
2020-04-14 4 1 1 0 
2020-04-15 4 1 0 0 
2020-04-16 4 1 2 0 
2020-04-17 4 1 2 0 
2020-04-18 4 1 1 1 
2020-04-19 4 1 1 0 
2020-04-20 4 1 1 0 
2020-04-21 4 1 1 0 
2020-04-22 4 1 1 0 
2020-04-23 4 1 1 0 
2020-04-24 4 1 0 0 
2020-04-25 4 1 0 0 
2020-04-26 4 1 0 0 
2020-04-27 4 1 0 0 
2020-04-28 4 1 0 0 
2020-04-29 4 1 0 0 
2020-04-30 4 1 0 0 
2020-05-01 4 1 0 0 
2020-05-02 4 1 0 0 
2020-05-03 4 1 0 0 
2020-05-04 5 1 0 0 
2020-05-05 6 1 0 0 
2020-05-06 6 1 0 1 
2020-05-07 6 1 0 1 
2020-05-08 8 1 0 1 
2020-05-09 9 1 0 1 
2020-05-10 9 1 0 1 
2020-05-11 9 1 0 1 
2020-05-12 9 1 0 1 
2020-05-13 9 1 0 1 
2020-05-14 9 1 0 1 
