"time" "cases" "deaths" "hospitalized" "icu" "recovered"
2020-02-29 0 0   
2020-03-01 0 0   
2020-03-02 0 0   
2020-03-03 0 0   
2020-03-04 0 0   
2020-03-05 0 0   
2020-03-06 0 0   
2020-03-07 0 0   
2020-03-08 0 0   
2020-03-09 0 0   
2020-03-10 0 0   
2020-03-11 0 0   
2020-03-12 0 0   
2020-03-13 0 0   
2020-03-14 1 1   
2020-03-15 1 1   
2020-03-16 1 1   
2020-03-17 1 1   
2020-03-18 2 1   
2020-03-19 3 1   
2020-03-20 4 1   
2020-03-21 5 1   
2020-03-22 7 1   
2020-03-23 7 1   
2020-03-24 7 1   
2020-03-25 8 1   
2020-03-26 9 2   
2020-03-27 15 3   
2020-03-28 16 4   
2020-03-29 18 5   
2020-03-30 20 5   
2020-03-31 24 5   
2020-04-01 25 5   
2020-04-02 30 5   
2020-04-03 31 5   
2020-04-04 33 5   
2020-04-05 35 5   
2020-04-06 36 5   
2020-04-07 36 5 0 0 
2020-04-08 41 5 0 0 
2020-04-09 44 5 1 2 
2020-04-10 46 5 4 3 
2020-04-11 50 6 4 4 
2020-04-12 55 7 4 4 
2020-04-13 68 9 6 4 
2020-04-14 79 9 8 3 
2020-04-15 85 9 14 5 
2020-04-16 91 9 7 7 
2020-04-17 101 9 7 8 
2020-04-18 110 10 7 10 
2020-04-19 117 11 8 10 
2020-04-20 136 13 9 7 
2020-04-21 149 13 14 6 
2020-04-22 175 14 12 7 
2020-04-23 210 17 24 9 
2020-04-24 228 17 20 9 
2020-04-25 244 18 25 10 
2020-04-26 261 19 36 12 
2020-04-27 291 22 33 10 
2020-04-28 323 23 35 8 
2020-04-29 356 23 33 8 
2020-04-30 385 23 35 13 
2020-05-01 388 23 38 15 
2020-05-02 393 23 38 14 
2020-05-03 408 24 32 16 
2020-05-04 428 25 35 14 
2020-05-05 440 25 34 15 
2020-05-06 462 26 39 17 
2020-05-07 476 26 37 20 
2020-05-08 489 26 35 24 
2020-05-09 494 27 45 17 
2020-05-10 497 27 44 20 
2020-05-11 506 27 43 16 
2020-05-12 514 27 38 16 
2020-05-13 514 27 29 20 
2020-05-14 514 27 31 15 
