"time" "cases" "deaths" "hospitalized" "icu" "recovered"
2020-02-29 1 0   
2020-03-01 1 0   
2020-03-02 1 0   
2020-03-03 1 0   
2020-03-04 1 0   
2020-03-05 1 0   
2020-03-06 1 0   
2020-03-07 1 0   
2020-03-08 1 0   
2020-03-09 2 0   
2020-03-10 4 0   
2020-03-11 4 0   
2020-03-12 4 0   
2020-03-13 4 0   
2020-03-14 6 0   
2020-03-15 7 0   
2020-03-16 10 0   
2020-03-17 11 0   
2020-03-18 12 0   
2020-03-19 14 0   
2020-03-20 18 0   
2020-03-21 18 0   
2020-03-22 20 0   
2020-03-23 23 0   
2020-03-24 25 0   
2020-03-25 29 0   
2020-03-26 33 0   
2020-03-27 36 1   
2020-03-28 37 1   
2020-03-29 41 1   
2020-03-30 48 1   
2020-03-31 50 1   
2020-04-01 52 1   
2020-04-02 56 1   
2020-04-03 57 1   
2020-04-04 58 1   
2020-04-05 59 1   
2020-04-06 60 1   
2020-04-07 61 1 0 0 
2020-04-08 66 2 0 0 
2020-04-09 67 2 1 0 
2020-04-10 68 2 1 0 
2020-04-11 69 2 1 0 
2020-04-12 71 2 1 0 
2020-04-13 76 2 1 3 
2020-04-14 79 2 1 4 
2020-04-15 80 2 2 3 
2020-04-16 83 2 5 6 
2020-04-17 84 3 3 6 
2020-04-18 90 3 4 5 
2020-04-19 95 4 4 5 
2020-04-20 102 4 3 4 
2020-04-21 104 4 8 6 
2020-04-22 113 5 7 5 
2020-04-23 125 5 10 7 
2020-04-24 144 7 7 7 
2020-04-25 151 7 7 7 
2020-04-26 159 8 7 6 
2020-04-27 169 12 11 8 
2020-04-28 178 15 13 9 
2020-04-29 191 16 14 11 
2020-04-30 204 16 25 14 
2020-05-01 208 17 19 16 
2020-05-02 215 19 23 17 
2020-05-03 220 19 23 19 
2020-05-04 228 19 25 16 
2020-05-05 242 19 30 17 
2020-05-06 254 20 28 16 
2020-05-07 272 20 36 19 
2020-05-08 284 20 29 22 
2020-05-09 289 20 39 20 
2020-05-10 296 20 36 22 
2020-05-11 305 20 37 22 
2020-05-12 305 20 37 24 
2020-05-13 305 20 32 24 
2020-05-14 305 20 31 23 
